Driver,LapNumber,LapTime,Stint,Compound,TyreLife,TrackStatus,Position
NOR,31.0,0 days 00:01:37.768000,4.0,MEDIUM,4.0,1,19.0
NOR,32.0,0 days 00:01:38.111000,4.0,MEDIUM,5.0,1,19.0
NOR,33.0,0 days 00:01:37.520000,4.0,MEDIUM,6.0,1,18.0
NOR,34.0,0 days 00:01:37.987000,4.0,MEDIUM,7.0,1,18.0
NOR,35.0,0 days 00:01:37.870000,4.0,MEDIUM,8.0,1,18.0
NOR,36.0,0 days 00:01:39.886000,4.0,MEDIUM,9.0,1,18.0
NOR,37.0,0 days 00:01:40.197000,4.0,MEDIUM,10.0,1,18.0
NOR,38.0,0 days 00:02:08.682000,5.0,HARD,1.0,1,19.0
NOR,39.0,0 days 00:01:38.347000,5.0,HARD,2.0,12,19.0
NOR,40.0,0 days 00:02:07.970000,5.0,HARD,3.0,2671,18.0
NOR,41.0,0 days 00:01:36.705000,5.0,HARD,4.0,1,18.0
NOR,42.0,0 days 00:01:36.668000,5.0,HARD,5.0,1,17.0
NOR,43.0,0 days 00:01:36.687000,5.0,HARD,6.0,1,17.0
NOR,44.0,0 days 00:01:37.219000,5.0,HARD,7.0,1,17.0
NOR,45.0,0 days 00:01:37.426000,5.0,HARD,8.0,1,17.0
NOR,46.0,0 days 00:01:37.656000,5.0,HARD,9.0,1,17.0
NOR,47.0,0 days 00:01:40.433000,5.0,HARD,10.0,1,17.0
NOR,48.0,0 days 00:02:06.905000,6.0,SOFT,5.0,1,17.0
NOR,49.0,0 days 00:01:39.080000,6.0,SOFT,6.0,1,17.0
NOR,50.0,0 days 00:01:35.257000,6.0,SOFT,7.0,1,17.0
NOR,51.0,0 days 00:01:35.822000,6.0,SOFT,8.0,1,17.0
NOR,52.0,0 days 00:01:36.152000,6.0,SOFT,9.0,1,17.0
NOR,53.0,0 days 00:01:36.500000,6.0,SOFT,10.0,1,17.0
NOR,54.0,0 days 00:01:39.789000,6.0,SOFT,11.0,1,17.0
NOR,55.0,0 days 00:02:04.847000,7.0,SOFT,7.0,1,17.0
HAM,1.0,0 days 00:01:42.288000,1.0,SOFT,4.0,12,5.0
HAM,2.0,0 days 00:01:39.166000,1.0,SOFT,5.0,21,5.0
HAM,3.0,0 days 00:01:39.220000,1.0,SOFT,6.0,1,5.0
HAM,4.0,0 days 00:01:39.198000,1.0,SOFT,7.0,1,5.0
HAM,5.0,0 days 00:01:39.335000,1.0,SOFT,8.0,1,5.0
HAM,6.0,0 days 00:01:39.756000,1.0,SOFT,9.0,1,5.0
HAM,7.0,0 days 00:01:39.757000,1.0,SOFT,10.0,1,5.0
HAM,8.0,0 days 00:01:40.267000,1.0,SOFT,11.0,1,5.0
HAM,9.0,0 days 00:01:40.323000,1.0,SOFT,12.0,1,5.0
HAM,10.0,0 days 00:01:40.289000,1.0,SOFT,13.0,1,5.0
HAM,11.0,0 days 00:01:40.752000,1.0,SOFT,14.0,1,5.0
HAM,12.0,0 days 00:01:43.336000,1.0,SOFT,15.0,1,7.0
HAM,13.0,0 days 00:01:59.179000,2.0,HARD,1.0,1,8.0
HAM,14.0,0 days 00:01:38.308000,2.0,HARD,2.0,1,7.0
HAM,15.0,0 days 00:01:38.527000,2.0,HARD,3.0,1,6.0
HAM,16.0,0 days 00:01:38.617000,2.0,HARD,4.0,1,5.0
HAM,17.0,0 days 00:01:38.704000,2.0,HARD,5.0,1,5.0
HAM,18.0,0 days 00:01:38.690000,2.0,HARD,6.0,1,5.0
HAM,19.0,0 days 00:01:38.684000,2.0,HARD,7.0,1,5.0
HAM,20.0,0 days 00:01:38.478000,2.0,HARD,8.0,1,5.0
HAM,21.0,0 days 00:01:38.581000,2.0,HARD,9.0,1,5.0
HAM,22.0,0 days 00:01:38.460000,2.0,HARD,10.0,1,5.0
HAM,23.0,0 days 00:01:38.384000,2.0,HARD,11.0,1,5.0
HAM,24.0,0 days 00:01:38.367000,2.0,HARD,12.0,1,5.0
HAM,25.0,0 days 00:01:38.290000,2.0,HARD,13.0,1,5.0
HAM,26.0,0 days 00:01:38.339000,2.0,HARD,14.0,1,5.0
HAM,27.0,0 days 00:01:38.369000,2.0,HARD,15.0,1,5.0
HAM,28.0,0 days 00:01:38.265000,2.0,HARD,16.0,1,5.0
HAM,29.0,0 days 00:01:38.380000,2.0,HARD,17.0,1,5.0
HAM,30.0,0 days 00:01:41.175000,2.0,HARD,18.0,1,6.0
HAM,31.0,0 days 00:01:59.503000,3.0,HARD,1.0,1,7.0
HAM,32.0,0 days 00:01:37.563000,3.0,HARD,2.0,1,6.0
HAM,33.0,0 days 00:01:37.549000,3.0,HARD,3.0,1,6.0
HAM,34.0,0 days 00:01:38.135000,3.0,HARD,4.0,1,6.0
HAM,35.0,0 days 00:01:36.831000,3.0,HARD,5.0,1,5.0
HAM,36.0,0 days 00:01:36.546000,3.0,HARD,6.0,1,5.0
HAM,37.0,0 days 00:01:37.388000,3.0,HARD,7.0,1,5.0
HAM,38.0,0 days 00:01:38.304000,3.0,HARD,8.0,1,6.0
HAM,39.0,0 days 00:01:37.478000,3.0,HARD,9.0,1,6.0
HAM,40.0,0 days 00:01:37.494000,3.0,HARD,10.0,12,5.0
HAM,41.0,0 days 00:02:06.491000,3.0,HARD,11.0,2671,5.0
HAM,42.0,0 days 00:01:37.061000,3.0,HARD,12.0,1,5.0
HAM,43.0,0 days 00:01:37.111000,3.0,HARD,13.0,1,5.0
HAM,44.0,0 days 00:01:37.048000,3.0,HARD,14.0,1,5.0
HAM,45.0,0 days 00:01:37.661000,3.0,HARD,15.0,1,5.0
HAM,46.0,0 days 00:01:37.779000,3.0,HARD,16.0,1,5.0
HAM,47.0,0 days 00:01:38.517000,3.0,HARD,17.0,1,5.0
HAM,48.0,0 days 00:01:37.844000,3.0,HARD,18.0,1,5.0
HAM,49.0,0 days 00:01:37.954000,3.0,HARD,19.0,1,5.0
HAM,50.0,0 days 00:01:37.770000,3.0,HARD,20.0,1,5.0
HAM,51.0,0 days 00:01:38.014000,3.0,HARD,21.0,1,5.0
HAM,52.0,0 days 00:01:37.803000,3.0,HARD,22.0,1,5.0
HAM,53.0,0 days 00:01:37.988000,3.0,HARD,23.0,1,5.0
HAM,54.0,0 days 00:01:38.076000,3.0,HARD,24.0,1,5.0
HAM,55.0,0 days 00:01:37.955000,3.0,HARD,25.0,1,5.0
HAM,56.0,0 days 00:01:38.111000,3.0,HARD,26.0,1,5.0
HAM,57.0,0 days 00:01:38.255000,3.0,HARD,27.0,1,5.0
SAI,1.0,0 days 00:01:41.659000,1.0,SOFT,4.0,12,4.0
SAI,2.0,0 days 00:01:38.933000,1.0,SOFT,5.0,21,4.0
SAI,3.0,0 days 00:01:39.042000,1.0,SOFT,6.0,1,4.0
SAI,4.0,0 days 00:01:38.985000,1.0,SOFT,7.0,1,4.0
SAI,5.0,0 days 00:01:39.128000,1.0,SOFT,8.0,1,4.0
SAI,6.0,0 days 00:01:39.474000,1.0,SOFT,9.0,1,4.0
SAI,7.0,0 days 00:01:39.502000,1.0,SOFT,10.0,1,4.0
SAI,8.0,0 days 00:01:39.779000,1.0,SOFT,11.0,1,4.0
SAI,9.0,0 days 00:01:39.744000,1.0,SOFT,12.0,1,4.0
SAI,10.0,0 days 00:01:40.102000,1.0,SOFT,13.0,1,4.0
SAI,11.0,0 days 00:01:40.507000,1.0,SOFT,14.0,1,4.0
SAI,12.0,0 days 00:01:40.520000,1.0,SOFT,15.0,1,4.0
SAI,13.0,0 days 00:01:43.310000,1.0,SOFT,16.0,1,4.0
SAI,14.0,0 days 00:01:59.006000,2.0,HARD,1.0,1,6.0
SAI,15.0,0 days 00:01:37.985000,2.0,HARD,2.0,1,5.0
SAI,16.0,0 days 00:01:38.433000,2.0,HARD,3.0,1,4.0
SAI,17.0,0 days 00:01:38.161000,2.0,HARD,4.0,1,4.0
SAI,18.0,0 days 00:01:38.287000,2.0,HARD,5.0,1,4.0
SAI,19.0,0 days 00:01:38.210000,2.0,HARD,6.0,1,4.0
SAI,20.0,0 days 00:01:38.096000,2.0,HARD,7.0,1,4.0
SAI,21.0,0 days 00:01:38.240000,2.0,HARD,8.0,1,4.0
SAI,22.0,0 days 00:01:38.453000,2.0,HARD,9.0,1,4.0
SAI,23.0,0 days 00:01:38.597000,2.0,HARD,10.0,1,4.0
SAI,24.0,0 days 00:01:38.314000,2.0,HARD,11.0,1,4.0
SAI,25.0,0 days 00:01:38.571000,2.0,HARD,12.0,1,4.0
SAI,26.0,0 days 00:01:38.331000,2.0,HARD,13.0,1,4.0
SAI,27.0,0 days 00:01:38.423000,2.0,HARD,14.0,1,4.0
SAI,28.0,0 days 00:01:38.474000,2.0,HARD,15.0,1,4.0
SAI,29.0,0 days 00:01:38.550000,2.0,HARD,16.0,1,4.0
SAI,30.0,0 days 00:01:38.601000,2.0,HARD,17.0,1,4.0
SAI,31.0,0 days 00:01:41.274000,2.0,HARD,18.0,1,4.0
SAI,32.0,0 days 00:01:58.492000,3.0,HARD,1.0,1,5.0
SAI,33.0,0 days 00:01:37.548000,3.0,HARD,2.0,1,5.0
SAI,34.0,0 days 00:01:37.475000,3.0,HARD,3.0,1,5.0
SAI,35.0,0 days 00:01:37.441000,3.0,HARD,4.0,1,4.0
SAI,36.0,0 days 00:01:37.706000,3.0,HARD,5.0,1,4.0
SAI,37.0,0 days 00:01:37.130000,3.0,HARD,6.0,1,4.0
SAI,38.0,0 days 00:01:37.444000,3.0,HARD,7.0,1,4.0
SAI,39.0,0 days 00:01:37.403000,3.0,HARD,8.0,1,4.0
SAI,40.0,0 days 00:01:37.587000,3.0,HARD,9.0,12,3.0
SAI,41.0,0 days 00:02:06.436000,3.0,HARD,10.0,2671,3.0
SAI,42.0,0 days 00:01:37.375000,3.0,HARD,11.0,1,3.0
SAI,43.0,0 days 00:01:37.294000,3.0,HARD,12.0,1,3.0
SAI,44.0,0 days 00:01:37.389000,3.0,HARD,13.0,1,3.0
SAI,45.0,0 days 00:01:39.561000,3.0,HARD,14.0,1,4.0
SAI,46.0,0 days 00:01:37.844000,3.0,HARD,15.0,1,4.0
SAI,47.0,0 days 00:01:38.222000,3.0,HARD,16.0,1,4.0
SAI,48.0,0 days 00:01:37.897000,3.0,HARD,17.0,1,4.0
SAI,49.0,0 days 00:01:37.765000,3.0,HARD,18.0,1,4.0
SAI,50.0,0 days 00:01:37.604000,3.0,HARD,19.0,1,4.0
SAI,51.0,0 days 00:01:37.672000,3.0,HARD,20.0,1,4.0
SAI,52.0,0 days 00:01:37.490000,3.0,HARD,21.0,1,4.0
SAI,53.0,0 days 00:01:37.660000,3.0,HARD,22.0,1,4.0
SAI,54.0,0 days 00:01:37.694000,3.0,HARD,23.0,1,4.0
SAI,55.0,0 days 00:01:37.821000,3.0,HARD,24.0,1,4.0
SAI,56.0,0 days 00:01:38.126000,3.0,HARD,25.0,1,4.0
SAI,57.0,0 days 00:01:38.021000,3.0,HARD,26.0,1,4.0
RUS,1.0,0 days 00:01:42.662000,1.0,SOFT,4.0,12,6.0
RUS,2.0,0 days 00:01:39.590000,1.0,SOFT,5.0,21,6.0
RUS,3.0,0 days 00:01:39.093000,1.0,SOFT,6.0,1,6.0
RUS,4.0,0 days 00:01:39.261000,1.0,SOFT,7.0,1,6.0
RUS,5.0,0 days 00:01:39.549000,1.0,SOFT,8.0,1,6.0
RUS,6.0,0 days 00:01:39.493000,1.0,SOFT,9.0,1,6.0
RUS,7.0,0 days 00:01:40.056000,1.0,SOFT,10.0,1,6.0
RUS,8.0,0 days 00:01:40.310000,1.0,SOFT,11.0,1,6.0
RUS,9.0,0 days 00:01:40.420000,1.0,SOFT,12.0,1,6.0
RUS,10.0,0 days 00:01:40.532000,1.0,SOFT,13.0,1,6.0
RUS,11.0,0 days 00:01:41.085000,1.0,SOFT,14.0,1,6.0
RUS,12.0,0 days 00:01:41.112000,1.0,SOFT,15.0,1,5.0
RUS,13.0,0 days 00:01:44.691000,1.0,SOFT,16.0,1,7.0
RUS,14.0,0 days 00:02:01.269000,2.0,HARD,1.0,1,10.0
RUS,15.0,0 days 00:01:37.460000,2.0,HARD,2.0,1,9.0
RUS,16.0,0 days 00:01:37.833000,2.0,HARD,3.0,1,8.0
RUS,17.0,0 days 00:01:38.604000,2.0,HARD,4.0,1,8.0
RUS,18.0,0 days 00:01:38.427000,2.0,HARD,5.0,1,7.0
RUS,19.0,0 days 00:01:38.512000,2.0,HARD,6.0,1,7.0
RUS,20.0,0 days 00:01:38.578000,2.0,HARD,7.0,1,7.0
RUS,21.0,0 days 00:01:38.555000,2.0,HARD,8.0,1,7.0
RUS,22.0,0 days 00:01:38.438000,2.0,HARD,9.0,1,7.0
RUS,23.0,0 days 00:01:38.773000,2.0,HARD,10.0,1,7.0
RUS,24.0,0 days 00:01:38.643000,2.0,HARD,11.0,1,7.0
RUS,25.0,0 days 00:01:38.487000,2.0,HARD,12.0,1,7.0
RUS,26.0,0 days 00:01:38.462000,2.0,HARD,13.0,1,7.0
RUS,27.0,0 days 00:01:38.625000,2.0,HARD,14.0,1,7.0
RUS,28.0,0 days 00:01:38.448000,2.0,HARD,15.0,1,7.0
RUS,29.0,0 days 00:01:38.792000,2.0,HARD,16.0,1,7.0
RUS,30.0,0 days 00:01:38.541000,2.0,HARD,17.0,1,7.0
RUS,31.0,0 days 00:01:41.035000,2.0,HARD,18.0,1,6.0
RUS,32.0,0 days 00:01:58.694000,3.0,HARD,1.0,1,8.0
RUS,33.0,0 days 00:01:37.221000,3.0,HARD,2.0,1,8.0
RUS,34.0,0 days 00:01:37.311000,3.0,HARD,3.0,1,8.0
RUS,35.0,0 days 00:01:37.592000,3.0,HARD,4.0,1,8.0
RUS,36.0,0 days 00:01:37.607000,3.0,HARD,5.0,1,8.0
RUS,37.0,0 days 00:01:37.822000,3.0,HARD,6.0,1,8.0
RUS,38.0,0 days 00:01:37.660000,3.0,HARD,7.0,1,8.0
RUS,39.0,0 days 00:01:37.495000,3.0,HARD,8.0,1,8.0
RUS,40.0,0 days 00:01:38.085000,3.0,HARD,9.0,126,7.0
RUS,41.0,0 days 00:02:06.293000,3.0,HARD,10.0,671,7.0
RUS,42.0,0 days 00:01:37.035000,3.0,HARD,11.0,1,7.0
RUS,43.0,0 days 00:01:37.480000,3.0,HARD,12.0,1,7.0
RUS,44.0,0 days 00:01:37.597000,3.0,HARD,13.0,1,7.0
RUS,45.0,0 days 00:01:37.316000,3.0,HARD,14.0,1,7.0
RUS,46.0,0 days 00:01:37.571000,3.0,HARD,15.0,1,7.0
RUS,47.0,0 days 00:01:37.432000,3.0,HARD,16.0,1,7.0
RUS,48.0,0 days 00:01:37.520000,3.0,HARD,17.0,1,7.0
RUS,49.0,0 days 00:01:37.718000,3.0,HARD,18.0,1,7.0
RUS,50.0,0 days 00:01:37.383000,3.0,HARD,19.0,1,7.0
RUS,51.0,0 days 00:01:37.825000,3.0,HARD,20.0,1,7.0
RUS,52.0,0 days 00:01:37.589000,3.0,HARD,21.0,1,7.0
RUS,53.0,0 days 00:01:37.841000,3.0,HARD,22.0,1,7.0
RUS,54.0,0 days 00:01:37.923000,3.0,HARD,23.0,1,7.0
RUS,55.0,0 days 00:01:37.860000,3.0,HARD,24.0,1,7.0
RUS,56.0,0 days 00:01:37.636000,3.0,HARD,25.0,1,7.0
RUS,57.0,0 days 00:01:37.767000,3.0,HARD,26.0,1,7.0
BOT,1.0,0 days 00:01:44.154000,1.0,SOFT,1.0,12,8.0
BOT,2.0,0 days 00:01:39.956000,1.0,SOFT,2.0,21,8.0
BOT,3.0,0 days 00:01:39.397000,1.0,SOFT,3.0,1,8.0
BOT,4.0,0 days 00:01:39.823000,1.0,SOFT,4.0,1,8.0
BOT,5.0,0 days 00:01:41.033000,1.0,SOFT,5.0,1,9.0
BOT,6.0,0 days 00:01:40.265000,1.0,SOFT,6.0,1,9.0
BOT,7.0,0 days 00:01:40.564000,1.0,SOFT,7.0,1,9.0
BOT,8.0,0 days 00:01:40.387000,1.0,SOFT,8.0,1,9.0
BOT,9.0,0 days 00:01:40.275000,1.0,SOFT,9.0,1,9.0
BOT,10.0,0 days 00:01:40.676000,1.0,SOFT,10.0,1,9.0
BOT,11.0,0 days 00:01:43.269000,1.0,SOFT,11.0,1,9.0
BOT,12.0,0 days 00:01:59.450000,2.0,HARD,1.0,1,14.0
BOT,13.0,0 days 00:01:38.030000,2.0,HARD,2.0,1,10.0
BOT,14.0,0 days 00:01:38.098000,2.0,HARD,3.0,1,8.0
BOT,15.0,0 days 00:01:38.851000,2.0,HARD,4.0,1,7.0
BOT,16.0,0 days 00:01:38.494000,2.0,HARD,5.0,1,6.0
BOT,17.0,0 days 00:01:39.973000,2.0,HARD,6.0,1,7.0
BOT,18.0,0 days 00:01:40.240000,2.0,HARD,7.0,1,8.0
BOT,19.0,0 days 00:01:39.497000,2.0,HARD,8.0,1,8.0
BOT,20.0,0 days 00:01:40.442000,2.0,HARD,9.0,1,9.0
BOT,21.0,0 days 00:01:39.355000,2.0,HARD,10.0,1,9.0
BOT,22.0,0 days 00:01:39.356000,2.0,HARD,11.0,1,9.0
BOT,23.0,0 days 00:01:39.311000,2.0,HARD,12.0,1,9.0
BOT,24.0,0 days 00:01:39.427000,2.0,HARD,13.0,1,9.0
BOT,25.0,0 days 00:01:39.490000,2.0,HARD,14.0,1,9.0
BOT,26.0,0 days 00:01:39.500000,2.0,HARD,15.0,1,9.0
BOT,27.0,0 days 00:01:39.287000,2.0,HARD,16.0,1,9.0
BOT,28.0,0 days 00:01:39.016000,2.0,HARD,17.0,1,9.0
BOT,29.0,0 days 00:01:42.220000,2.0,HARD,18.0,1,9.0
BOT,30.0,0 days 00:01:58.886000,3.0,HARD,1.0,1,11.0
BOT,31.0,0 days 00:01:37.379000,3.0,HARD,2.0,1,10.0
BOT,32.0,0 days 00:01:37.675000,3.0,HARD,3.0,1,9.0
BOT,33.0,0 days 00:01:37.775000,3.0,HARD,4.0,1,9.0
BOT,34.0,0 days 00:01:37.774000,3.0,HARD,5.0,1,9.0
BOT,35.0,0 days 00:01:37.817000,3.0,HARD,6.0,1,9.0
BOT,36.0,0 days 00:01:37.827000,3.0,HARD,7.0,1,9.0
BOT,37.0,0 days 00:01:37.774000,3.0,HARD,8.0,1,9.0
BOT,38.0,0 days 00:01:37.658000,3.0,HARD,9.0,1,9.0
BOT,39.0,0 days 00:01:37.784000,3.0,HARD,10.0,1,9.0
BOT,40.0,0 days 00:01:50.376000,3.0,HARD,11.0,126,8.0
BOT,41.0,0 days 00:01:55.281000,3.0,HARD,12.0,671,8.0
BOT,42.0,0 days 00:01:37.736000,3.0,HARD,13.0,1,8.0
BOT,43.0,0 days 00:01:37.813000,3.0,HARD,14.0,1,8.0
BOT,44.0,0 days 00:01:37.868000,3.0,HARD,15.0,1,8.0
BOT,45.0,0 days 00:01:37.688000,3.0,HARD,16.0,1,8.0
BOT,46.0,0 days 00:01:37.830000,3.0,HARD,17.0,1,8.0
BOT,47.0,0 days 00:01:37.815000,3.0,HARD,18.0,1,8.0
BOT,48.0,0 days 00:01:37.500000,3.0,HARD,19.0,1,8.0
BOT,49.0,0 days 00:01:37.850000,3.0,HARD,20.0,1,8.0
BOT,50.0,0 days 00:01:37.710000,3.0,HARD,21.0,1,8.0
BOT,51.0,0 days 00:01:37.816000,3.0,HARD,22.0,1,8.0
BOT,52.0,0 days 00:01:37.947000,3.0,HARD,23.0,1,8.0
BOT,53.0,0 days 00:01:37.856000,3.0,HARD,24.0,1,8.0
BOT,54.0,0 days 00:01:37.738000,3.0,HARD,25.0,1,8.0
BOT,55.0,0 days 00:01:37.807000,3.0,HARD,26.0,1,8.0
BOT,56.0,0 days 00:01:38.160000,3.0,HARD,27.0,1,8.0
BOT,57.0,0 days 00:01:38.407000,3.0,HARD,28.0,1,8.0
PIA,1.0,0 days 00:01:48.214000,1.0,SOFT,1.0,12,16.0
PIA,2.0,0 days 00:01:40.830000,1.0,SOFT,2.0,21,16.0
PIA,3.0,0 days 00:01:40.691000,1.0,SOFT,3.0,1,16.0
PIA,4.0,0 days 00:01:40.718000,1.0,SOFT,4.0,1,16.0
PIA,5.0,0 days 00:01:40.862000,1.0,SOFT,5.0,1,16.0
PIA,6.0,0 days 00:01:41.111000,1.0,SOFT,6.0,1,16.0
PIA,7.0,0 days 00:01:41.167000,1.0,SOFT,7.0,1,16.0
PIA,8.0,0 days 00:01:41.295000,1.0,SOFT,8.0,1,16.0
PIA,9.0,0 days 00:01:41.534000,1.0,SOFT,9.0,1,16.0
PIA,10.0,0 days 00:01:41.584000,1.0,SOFT,10.0,1,16.0
PIA,11.0,0 days 00:01:41.352000,1.0,SOFT,11.0,1,13.0
PIA,12.0,0 days 00:01:41.156000,1.0,SOFT,12.0,1,11.0
PIA,13.0,0 days 00:02:02.071000,1.0,SOFT,13.0,1,16.0
